,index,taste,temp,freshness,wait,clean,friend,location,parking,view,overall,pca1,pca2,pca3,fa1,fa2,fa3
348,349,5,6,4,4,5,3,7,8,7,5,2.241319769644008,-1.288316017059102,1.6162636816293474,1.1000550068549508,-0.6376054087337605,0.8323414431455531
349,350,6,7,6,4,6,5,6,6,7,6,-0.25803546886434353,1.0188111619046314,1.0608491785366532,-0.12664658776911925,0.504234908301064,0.5463101235666337
350,351,3,4,3,6,7,7,7,8,8,5,4.97441614812326,1.1840586756120648,-2.509207059834829,2.4414939140785106,0.5860014513738319,-1.2921667931147527
351,352,6,6,5,4,5,4,7,8,7,6,1.12003290899786,-0.9536474891352459,1.1014704556297976,0.5497152480689406,-0.4719755351879705,0.5672361954513853
352,353,6,5,7,5,3,7,6,7,4,6,0.33950735458903075,2.2261004217196865,1.9843921952508126,0.16662978261501496,1.1017523158315365,1.0218934800872108
353,354,6,7,5,7,9,5,8,9,8,7,0.4818185554063784,0.29613678569536206,-3.5524451005941278,0.23648391914027414,0.14654768147736114,-1.8294176485979783
354,355,6,8,7,5,6,6,5,5,5,6,-1.6208333306350258,3.533486171014187,1.5708704623114362,-0.7955141624081482,1.7488058319642044,0.8089370418391518
355,356,5,5,5,5,5,5,7,7,8,6,2.175195159936932,-0.2848165862466193,0.16961252274551772,1.0676034016829046,-0.1409597787731534,0.0873501185109722
356,357,5,5,4,5,5,5,6,6,6,5,2.702724909651491,1.6426150320580624,1.6067996310206885,1.3265154583982726,0.8129736784038541,0.8274512538566893
357,358,5,7,6,4,3,4,8,9,9,6,0.5353729248485651,-3.6013944919668317,0.6260718950530431,0.2627697816993662,-1.7823996384574283,0.3224295323866908
358,359,6,7,6,4,5,4,8,8,8,6,-0.05936110394725852,-1.9319880118045223,0.38629016475869093,-0.02913543372725537,-0.9561831584874553,0.19893920148620095
359,360,6,8,7,6,7,6,6,7,6,6,-1.5277885584391975,2.3460880815616645,-0.6732196421856094,-0.749844281117203,1.1611282607341198,-0.3467040627735238
360,361,8,7,9,5,7,5,7,8,8,7,-3.050261029751914,-0.2998019275162378,-1.216493830668023,-1.4970961032463541,-0.14838324052736263,-0.6264591406685505
361,362,6,6,4,6,6,7,7,7,6,6,1.6666471758604475,2.1501595068405646,-0.921716101938967,0.8179997463125295,1.064149877490974,-0.47467016294157893
362,363,6,7,7,6,6,6,7,7,8,7,-0.8165446936440025,0.5830272342957717,-1.2555271363169092,-0.4007618041336042,0.2885488600301732,-0.646568181637045
363,364,6,7,6,3,4,3,8,9,10,6,0.05690612578678293,-4.486787983942356,0.6356695387129168,0.02792765897461088,-2.2206012586234034,0.32738304676115154
364,365,6,6,6,6,6,7,6,6,5,6,0.2814341331351092,3.4770267687016116,0.0828215525005074,0.1381299216267173,1.7208522075730845,0.04263042875830522
365,366,7,9,6,5,7,5,8,9,8,7,-1.758672537383151,-1.1209975645708823,-1.842192008973382,-0.8631702636001279,-0.5548172680950437,-0.948672509714863
366,367,5,6,4,5,5,4,8,9,8,6,2.3313253635731974,-1.9858639669916416,-0.30306802050795445,1.1442330044765494,-0.9828463675611768,-0.15606153226411987
367,368,6,7,6,6,7,6,6,7,6,6,-0.28730777176153743,2.4099778282207662,-0.6477927578258276,-0.1410107750428799,1.192747966600543,-0.33360830538820074
368,369,5,7,6,2,2,2,6,6,7,5,0.3536545648222805,-2.105817567722065,5.294188029111736,0.1735748140808132,-1.0421833701959577,2.72637674230291
369,370,7,8,8,5,6,6,6,7,6,6,-2.6128913694185782,1.652246533943956,0.18922923113972143,-1.2824269919432312,0.8177334965913587,0.09743928113129488
370,371,6,7,6,5,5,5,8,7,8,6,-0.0972523257819319,-0.80299691188327,-0.1614992047821005,-0.047731454062593784,-0.39742417019226606,-0.08316813101591293
371,372,6,6,4,5,4,7,7,8,7,6,1.7899411688177043,0.16428841713813577,-0.29498865750355907,0.8785113282332145,0.08130609871423534,-0.15190662004738123
372,373,6,7,7,5,7,4,7,7,9,6,-0.8190852560482049,-0.6588486111390761,-0.7441913742147073,-0.4020098698564893,-0.326078434779453,-0.38323334359032935
373,374,5,7,5,5,5,5,6,7,7,6,0.9238680608262066,0.5454823475162894,0.8346223756517227,0.4534449688244107,0.26998032912278574,0.42980768836401384
374,375,5,5,5,5,7,4,7,7,8,6,2.1131314683401556,0.03694052369732738,-0.30280968331313,1.0371430640487975,0.018281287907083874,-0.15593486346120525
375,376,7,9,7,8,8,8,8,10,8,8,-2.4157845916608514,0.7755484745122935,-5.350751344064846,-1.185678263496713,0.3838115005517091,-2.7555012998315376
376,377,8,8,8,6,8,5,6,7,5,7,-3.176042565820288,2.75981760990331,-0.27074213993191626,-1.5588312114384004,1.3658924115749167,-0.13944652881126587
377,378,5,4,5,5,6,4,6,7,7,5,2.6788627061444603,0.6379041082890148,0.8878737667422516,1.3148046685249017,0.31572144587057355,0.45723226241508985
378,379,5,6,5,5,6,6,8,9,9,6,1.6749419580652156,-1.4084993295416284,-2.207554180819395,0.8220800795916192,-0.6971097046301565,-1.1368145435868913
379,380,5,6,4,6,6,6,6,7,4,6,2.058147559259679,3.243250809228645,0.6632595541787174,1.0101557550850329,1.6051558440816969,0.34154116889063096
380,381,6,8,8,7,8,8,8,8,7,7,-2.078425749238328,1.9923306376031278,-3.895128321393269,-1.0200939207108954,0.9860212332112562,-2.005900613031772
381,382,6,6,5,5,4,4,6,5,5,5,0.9639356468200043,1.7920733127946122,3.3119601440153907,0.47309952158346447,0.8869531979969725,1.705550463263819
382,383,6,6,5,6,7,6,7,7,7,6,1.0142597886486642,1.5594167988696923,-1.312119279977371,0.49780555530957077,0.7717797550339037,-0.6757137845827392
383,384,7,9,5,6,8,5,7,9,9,7,-1.162572571643546,-0.6158377622984291,-2.7988995291334327,-0.5706010748576283,-0.30479862127422364,-1.441350353978392
384,385,7,8,5,6,6,6,6,6,6,6,-0.7133687131888141,2.4573099953313178,0.1852995116949406,-0.3501329956321588,1.2161776263841024,0.09540685058879071
385,386,5,6,5,5,6,4,8,9,7,6,1.6309278112110674,-1.116991800147759,-0.4111972636426416,0.8004754542771207,-0.5528267806195923,-0.21175074063896326
386,387,7,7,7,5,5,4,5,6,4,6,-1.4558795959697068,2.4874527305495593,3.13673503780764,-0.7145646838856501,1.2311146707067335,1.6153125655611866
387,388,6,6,7,5,6,6,8,8,9,7,-0.12377854148642832,-1.0289696053717272,-1.8898137239092283,-0.06074806652394552,-0.5092718791334864,-0.973193382245253
388,389,6,6,6,4,4,3,7,7,8,6,0.4976361984659251,-1.7994722852685516,2.02907827411698,0.24423870915467416,-0.8905829712765366,1.0449278888401219
389,390,6,7,8,6,7,6,7,8,8,7,-1.460198145464665,0.4607323843806159,-2.09803497365822,-0.7166685335423882,0.22801870832567353,-1.0804333647558308
390,391,5,6,4,5,4,6,9,9,9,6,2.421445973956028,-2.4771396252633475,-1.513651815126474,1.1884666306307448,-1.2260014256403122,-0.7794749726986981
391,392,8,8,8,5,5,6,7,8,7,7,-2.961295956381468,-0.10669825321111959,-0.34990416269068225,-1.45343309206953,-0.05280868707698748,-0.180193296457776
392,393,5,6,6,5,6,7,8,8,8,6,0.9715052274364476,-0.04977702317776293,-1.9909250215943382,0.47683064572284456,-0.024653505285903616,-1.025265622758732
393,394,6,7,7,6,6,5,6,6,6,6,-0.9330435618192788,2.09927591192469,0.6732991918253854,-0.4579425379083856,1.0389842543132892,0.3467121595806293
394,395,5,7,6,7,7,8,7,8,8,7,0.2992991261535732,1.5995628752722626,-3.4682591275335235,0.14691068094384782,0.7916421329202232,-1.7860649884934534
395,396,8,8,6,5,5,6,5,4,5,6,-1.9263683399320575,3.590007497567401,2.419290717616782,-0.9454897244151238,1.776782809363947,1.2458458374011685
396,397,7,6,8,6,7,5,7,7,6,7,-1.4184233873029617,1.6068423252792514,-0.4501499350786422,-0.6961750084079786,0.7952572265932224,-0.23183184895289913
397,398,6,8,5,4,4,4,7,9,6,6,-0.02844362604271543,-1.3142837010092117,1.6178748368876128,-0.01396336315921207,-0.6504573000066867,0.8331681530738342
398,399,7,7,7,5,5,4,7,9,8,7,-1.1868128264060283,-1.779826991910676,-0.05242342667085089,-0.5825017969087019,-0.8808666562963303,-0.026989060250270366
399,400,4,6,5,3,4,3,8,9,7,5,2.176558135004717,-2.7517560744096228,1.8356363986007573,1.0682777846109752,-1.361897207048286,0.9453215064435245
400,401,6,7,6,5,6,5,7,7,9,6,-0.1433587893106148,-0.6032287830054337,-0.7472723273403344,-0.07036045490229086,-0.29855203612369485,-0.38481849352926273
401,402,5,7,7,5,5,3,8,9,7,6,-0.22188374450867324,-1.947627600024745,0.5435733386061972,-0.1088942178233034,-0.9639162136180409,0.279926763780695
402,403,4,5,3,4,4,3,7,8,7,5,3.9880926357282696,-1.5471026212611505,2.127292623748609,1.9573862831012028,-0.7656807799530926,1.0955094502422849
403,404,5,5,6,6,5,8,7,7,6,6,1.4760061638802722,2.2153005411724065,-0.9545468099157166,0.7244410059123708,1.0963893647740874,-0.49157705780445715
404,405,5,6,6,5,5,5,8,8,10,6,1.0525452475332808,-2.254324125674934,-1.279946362332213,0.516603540677353,-1.1157171407187223,-0.6591228501981548
405,406,8,7,7,5,6,5,6,6,5,6,-1.9024169077424997,2.2850474205408293,1.45668524611249,-0.9337325410734416,1.1309240921554569,0.7501359493760462
406,407,7,8,7,4,6,5,7,6,6,6,-1.9587018714199222,1.0778296372288434,1.1355933589756262,-0.9613488631756738,0.5334381454518247,0.584792478983252
407,408,5,5,6,5,5,4,7,7,7,6,1.5078274625212897,-0.160876647085153,1.0547358737766728,0.7400553872415153,-0.07961411786573298,0.5431580959630231
408,409,5,6,5,4,4,4,6,6,5,5,1.4750890931147924,1.0853380896946259,3.352098977149819,0.7239837763326925,0.5371730586501922,1.7262328596504468
409,410,5,6,4,4,4,5,7,8,8,5,2.293692685820104,-1.4002637791578623,0.7019491623581219,1.1257610326822585,-0.6930162731811461,0.3615004677107428
410,411,7,8,8,6,7,7,7,8,6,7,-2.5779227038629497,1.845384576390767,-1.8251766065750454,-1.2652608427369207,0.9133079258033884,-0.9399289786313082
411,412,7,8,7,4,3,5,6,7,5,6,-1.8912900775935395,0.46954693869084707,2.9501271026688487,-0.9282662172222508,0.23240505532571368,1.5192286801983363
412,413,6,7,7,7,8,6,8,9,7,7,-0.8018759293475427,0.8214380170598297,-3.2012072452273888,-0.39355899520918713,0.4065304006408467,-1.6485457990225572
413,414,7,9,8,7,9,8,9,10,10,8,-3.005263016518546,-0.6238537421876076,-6.5516127508798805,-1.4749950293135914,-0.3087949891967802,-3.3738978821743366
414,415,7,7,7,4,4,3,8,10,8,6,-1.0794760615168653,-3.643709100546995,0.6876549342641435,-0.5298215517824268,-1.803341502461403,0.35413986318509977
415,416,6,8,8,7,6,7,5,5,5,6,-2.273834350162886,4.468197156337311,0.28514201701179204,-1.116007799890165,2.211413715971147,0.1468071763791836
416,417,5,6,4,7,7,6,8,8,8,6,2.225552243224002,0.5272003210132962,-2.716657756115123,1.0923233117171798,0.2609089226606973,-1.399011512298244
417,418,5,7,4,5,5,6,6,7,7,6,1.5678966787160422,0.9566652881920529,0.342983155784599,0.7695377593145606,0.4734783920166776,0.1766284824920566
418,419,7,7,6,5,5,7,9,9,9,7,-0.44661375277438153,-1.8836844931374426,-2.5394739832452844,-0.21920440440151737,-0.9322961808751898,-1.3077482274895975
419,420,6,7,6,3,4,1,6,6,8,5,-0.16281847252781675,-2.06849225143717,4.047248395712035,-0.07991895751187761,-1.0237119028150239,2.0842333892001617
420,421,5,5,4,5,6,5,6,7,6,5,2.704432081819397,1.542134007678375,0.777346901236599,1.327354430773629,0.7632393277972161,0.4003099947598163
421,422,5,6,5,5,7,6,7,8,6,6,1.5020741554176453,1.387804455606936,-0.8784963156789114,0.7372345861075592,0.6868433394884357,-0.4524026166160176
422,423,7,9,7,6,6,7,4,4,3,6,-2.812864798975986,6.03708824397824,2.096903062625459,-1.3805771809709164,2.9878959695728278,1.0798096903551986
423,424,7,8,7,4,3,5,8,10,8,7,-1.6455623875556677,-3.2626099039321588,0.15445276935438898,-0.8076585541965418,-1.614732547876038,0.079555825966973
424,425,8,9,8,6,5,6,6,8,7,7,-3.5973180079975755,0.5141315696973411,-0.44999616930498704,-1.7655960088885445,0.254462313440588,-0.23174407059351054
425,426,6,8,6,6,8,6,8,9,8,7,-0.7251421938019795,-0.017524806224713738,-3.2100185404777197,-0.3558983615620473,-0.008692138485552576,-1.6530710741720551
426,427,5,6,5,3,4,3,7,9,6,5,1.6408771307133285,-1.8701920600804185,2.5283460140940996,0.8053538146249679,-0.9255858767676027,1.3020445492450012
427,428,5,7,7,6,7,6,8,9,7,7,-0.29242965522066067,0.2151838183395313,-2.331615682308871,-0.1435137128353152,0.10648461190070456,-1.2007221435390563
428,429,6,6,6,5,5,6,8,9,6,6,0.516667713788135,-0.2133943897884989,-0.5486424191610091,0.2535841847099293,-0.10562258571459356,-0.2825362907138841
429,430,6,8,7,5,4,6,7,8,7,6,-1.3350490224274512,-0.3746740168558306,0.1457967936440013,-0.6552484744055813,-0.1854313759125025,0.07508107105393008
430,431,4,4,4,5,6,3,7,7,7,5,3.8378972609973436,-0.07609231580778669,1.1063977173945077,1.8836720276378003,-0.03765262130696628,0.5697650451094901
431,432,8,10,8,4,5,5,7,9,8,7,-4.090305980399172,-1.854964075216868,-0.2203424779190423,-2.007557456363319,-0.9180592087106118,-0.11345840226257563
432,433,5,5,6,5,6,6,6,7,5,6,1.3890397482177212,2.4229983515849636,0.6400264898618413,0.6817548919601187,1.1991937111988356,0.32958778840221337
433,434,6,7,5,5,6,7,5,6,6,6,0.32042017447393745,3.0173918415900136,0.37027953259747015,0.15726295494696926,1.4933738620784351,0.19067761860857488
434,435,6,8,8,5,6,4,6,7,5,6,-2.158972206188072,1.441517945181566,1.5891458081704264,-1.05963524759861,0.7134492839529889,0.8183525062775139
435,436,7,7,6,4,3,4,6,8,5,6,-0.6160722638014865,-0.3119765667121551,3.139353851410383,-0.3023842030145325,-0.1543835154486653,1.6166803643136807
436,437,7,8,7,6,6,6,5,6,6,6,-2.041837655372686,2.7930102404333264,0.45545857192779127,-1.002151999527327,1.3823302178201289,0.23453146754473236
437,438,6,8,6,6,8,5,6,7,6,6,-0.9127937771996514,2.3340959044989584,-0.6440284739455389,-0.44800229250312146,1.1551934642740849,-0.33167106479076425
438,439,6,6,6,6,6,6,8,9,8,7,0.5284938292717136,-0.644499189061689,-2.2081584533896064,0.25939049594641633,-0.3189876574246971,-1.1371392955791875
439,440,6,7,6,5,5,6,8,9,7,6,-0.05511336937515021,-0.790593190749362,-0.9544983271276003,-0.027048395629014267,-0.39129021428446725,-0.4915368956573877
440,441,4,5,3,5,6,7,7,8,7,5,3.9162147189175496,1.005077912243421,-1.2525907245908054,1.9221138767952004,0.4974223073616831,-0.6450425869713371
441,442,6,7,4,6,6,6,8,10,7,7,1.2341608560496116,-0.5638687161989644,-2.1418303469562847,0.6057344681126785,-0.27908225104099493,-1.1029817124825265
442,443,7,7,9,4,4,4,8,8,7,7,-2.461678437149862,-1.850756482796789,1.2321234489745714,-1.2082122842747463,-0.9159750893702401,0.6345120631551948
443,444,7,8,7,7,8,7,7,9,7,7,-1.9106700229009494,1.5151723455684663,-3.419047865124983,-0.9377684568281286,0.7498763641476867,-1.7607264910584546
444,445,7,8,8,5,6,6,6,7,6,6,-2.6128913694185782,1.652246533943956,0.18922923113972143,-1.2824269919432312,0.8177334965913587,0.09743928113129488
445,446,4,3,4,6,8,6,4,4,3,5,4.055657049204034,6.775402642313304,1.729008213107784,1.9905498496121343,3.353297629615154,0.8903620619643733
446,447,6,7,5,6,7,6,6,7,6,6,0.3580528522270308,2.431791653756234,-0.634737650268606,0.1757349267412602,1.2035437676984042,-0.3268843813662877
447,448,8,7,9,4,4,3,5,7,5,6,-3.128266924297455,0.3912612254970489,3.756444536793471,-1.5353893644111833,0.1936721050239965,1.9344591405940201
448,449,6,6,6,5,6,5,6,7,7,6,0.3673355201201286,0.8884207939656045,0.3483369871375818,0.18028930115852515,0.4397035098792407,0.17938334799410216
449,450,8,9,8,4,4,1,9,10,10,7,-3.302581375986651,-6.010873416138695,0.5789635992571538,-1.6209401370374652,-2.9748978650752007,0.29817033028576806
450,451,7,9,7,6,8,7,6,7,3,7,-2.7005500452110436,4.621426265951166,-0.49543541067990043,-1.3254484387270238,2.2872328662512804,-0.25516496100193153
451,452,6,7,5,5,6,3,7,7,7,6,0.4579876878238053,-0.2899074280760963,1.0621396973936408,0.22478062156735082,-0.14347331101526936,0.5469692334405785
452,453,8,9,7,5,5,4,8,9,8,7,-2.813899688136324,-2.2761934920118585,-0.37048004664124745,-1.38109095087006,-1.1265352466175815,-0.1907833857552424
453,454,5,6,4,6,7,6,7,9,6,6,2.1776856057015936,1.2371519920797442,-1.590325176323321,1.0688283725291605,0.6122838373959126,-0.8189773015300459
454,455,8,9,8,5,6,5,6,7,7,7,-3.6579346770419776,0.6527918561618267,0.29102385957949317,-1.7953478066960642,0.32308701907307613,0.14986361230327727
455,456,4,4,4,4,5,2,7,8,6,5,3.8841472521539644,-1.02552364843393,2.536229484840827,1.9063694484859477,-0.507539550038977,1.3060952051247217
456,457,5,6,5,5,5,6,9,10,8,6,1.7544534426095593,-2.064311595341273,-1.962675521303754,0.861104677270721,-1.0216878535434994,-1.0107113842373907
457,458,7,8,8,5,7,5,7,7,8,7,-2.5588313589092513,0.16886687549837653,-0.877872245852786,-1.2558926568839222,0.0835712577990879,-0.4520816530678137
458,459,5,5,5,6,7,7,6,7,6,6,2.021555402065329,2.938199372824766,-1.1176446330698486,0.9921987697355159,1.4541704261839359,-0.5755656507549537
459,460,7,7,5,6,6,5,8,10,8,7,0.1388770871267359,-1.5430612983929284,-2.040719049271175,0.06815575586588847,-0.7637006248885775,-1.0509094719690477
460,461,5,4,6,6,7,6,8,8,9,6,2.1515645948711364,-0.2509762155067522,-2.7275190436294388,1.0560102528824489,-0.12422930545360233,-1.4045930594232516
461,462,4,5,4,5,6,6,7,8,6,5,3.248847021501907,1.1290178514048872,-0.36746737355965053,1.5945658623538108,0.5587679682691034,-0.1892346095192862
462,463,7,7,9,4,4,3,8,7,10,7,-2.42373421348937,-3.3894501005269655,0.8972598459494163,-1.1895892979664422,-1.677502507725435,0.4620760814726334
463,464,7,7,6,3,3,3,6,6,5,5,-0.6783961050137947,-0.072835255867982,4.709826610078952,-0.33297497319740815,-0.03602445920953915,2.4254293063073415
464,465,7,9,8,4,4,4,7,7,6,6,-3.1010499332876797,-0.5425995865766037,2.2510828724805902,-1.5220206121885043,-0.2685331655316678,1.159240760193998
465,466,7,8,7,4,5,2,8,8,8,6,-1.7717721089863,-2.8075027504251855,1.3732081442296173,-0.8696042629214775,-1.3894839750983177,0.7071715101102339
466,467,8,10,9,4,5,4,6,6,5,7,-4.942314594120144,1.0866819305574285,2.7707017999152477,-2.425730309552289,0.5378361379654981,1.4268211928409773
467,468,7,8,8,3,4,5,6,8,5,6,-2.5317893346939218,0.06367424091654307,2.491608770486576,-1.2426254344290912,0.031524191966827035,1.2831149028516426
468,469,7,7,6,5,6,4,9,8,8,7,-0.5310596838674053,-1.705061709257169,-0.7795706735071208,-0.2606531157742393,-0.843881563379063,-0.4014569189970677
469,470,6,6,6,5,6,5,6,6,6,6,0.31059141957866143,1.8795878107246429,1.0827155813442058,0.15243848036788094,0.9302532485253248,0.5575593227380448
470,471,5,6,6,6,8,8,8,8,8,7,0.9036233289219255,1.3342961649059233,-3.8567253876607155,0.44351697329881334,0.6603427966407814,-1.9861082702907427
471,472,7,9,8,5,7,4,7,8,8,7,-3.1192144944839497,-0.7186222976873603,-0.7264441582735932,-1.5309319530407104,-0.3556609236102755,-0.3740975597012021
472,473,5,5,9,4,5,3,7,8,7,6,-0.3903631876097413,-1.3553092236128097,1.563359920645799,-0.1915856977755666,-0.6707605094545068,0.8050936563993977
473,474,4,4,3,5,5,4,8,9,7,5,4.618181463972989,-1.3118886576907063,0.12525856283640105,2.2666402365976954,-0.6492824459725016,0.0645130238430911
474,475,6,7,5,5,5,5,8,9,10,6,0.6615964992895706,-2.7635171198658783,-1.6172012856381266,0.32471588930283474,-1.3677278463865725,-0.832796156481885
475,476,5,6,4,6,7,6,8,9,6,6,2.215433299908329,0.8578240959067991,-1.8865944516706146,1.0873559728560485,0.4245396437641629,-0.9715497665298135
476,477,6,7,6,6,7,6,7,8,7,7,-0.19281597701333522,1.0394829152887826,-1.6784406273797454,-0.09463235392534772,0.514454034322709,-0.8643567451319111
477,478,5,5,4,6,6,6,7,8,6,6,2.77109859622278,1.379708937583065,-0.7485006697366716,1.3600772044439875,0.6828420927711119,-0.3854642090697631
478,479,6,7,5,5,5,3,6,6,8,6,0.44187190097497114,-0.34522138736069324,1.7943775713609926,0.21686927281634635,-0.17083849057819375,0.9240541859571253
479,480,5,6,5,5,6,6,6,7,6,6,1.4626192890430045,1.8676133761595688,0.24722568945247178,0.7178680134053154,0.9243218837268234,0.12731110748062302
480,481,6,6,6,6,6,8,8,9,8,7,0.5258298170742483,0.1342390412189014,-3.2175471082382976,0.2580846733584357,0.06641686616736336,-1.6569455553669286
481,482,6,6,6,5,5,5,8,8,7,6,0.5079337783970138,-0.6818422478442155,-0.09653775985810203,0.24929672311575446,-0.3374625564671643,-0.049714729236258394
482,483,7,7,7,6,6,5,8,9,8,7,-1.185249181866061,-1.1306448125420565,-1.7259348013430256,-0.5817312445417965,-0.559586212239529,-0.8888101168490248
483,484,5,6,6,6,6,8,8,9,8,7,1.0004240476330952,0.16712580289987233,-3.220503317220315,0.4910258190663156,0.08269345331974198,-1.6584673615885437
484,485,7,7,8,5,6,5,8,9,7,7,-1.850794690660156,-0.9009136060994436,-0.9615162725771774,-0.9083846580752328,-0.44588900119046554,-0.49515386351875185
485,486,5,7,5,4,4,4,6,8,7,5,0.9934571315086348,-0.939071864947084,1.870970011934011,0.4875976136237979,-0.46475032341053724,0.9635090767991515
486,487,6,7,5,6,6,5,6,7,5,6,0.36774362764771135,2.2219823059110477,0.7519990750612672,0.18048923854805965,1.0997135654655525,0.38724157604070014
487,488,6,6,5,6,7,6,8,10,8,7,1.1755616254281875,-0.7231663879059084,-3.0245560756164744,0.5769751701059125,-0.35792620693347366,-1.5575566306541475
488,489,7,6,8,6,7,7,7,8,6,7,-1.3876823784847665,1.9295364186380335,-1.8004330529699255,-0.6810852341565546,0.9549557353405113,-0.9271853119044886
489,490,6,7,5,4,5,3,8,8,8,6,0.5873315261400425,-2.2995433014093494,0.9040395997402583,0.28826317935087503,-1.138089619185624,0.4655662554019845
490,491,7,9,7,6,9,6,6,7,6,7,-2.660898649382646,2.982251623841302,-1.6597517434891451,-1.3059864800433634,1.4759710972894469,-0.8547422017813658
491,492,6,7,5,4,3,3,8,7,10,6,0.6640003618715045,-3.6248711492462427,1.4350823339377823,0.32589127934204687,-1.7940143804197441,0.7390440272716943
492,493,6,7,5,5,6,6,8,8,10,7,0.595161623327423,-1.562540755261654,-2.269559416761376,0.2921107567053911,-0.7733479055076371,-1.1687461391449305
493,494,7,8,8,4,5,5,10,10,10,7,-2.232145161774662,-4.4021990564037345,-2.2152256847084764,-1.0955518563525246,-2.1787608553637554,-1.1407586830807108
494,495,5,5,3,5,5,5,7,8,8,6,3.499321428929729,-0.6972330720974913,-0.1451717251826317,1.7174904020905895,-0.345074191422202,-0.0747492366090506
495,496,6,6,5,5,4,3,6,8,6,6,1.0888217954915251,-0.5005510929483382,2.400486951147926,0.5343944473469086,-0.24771083213468517,1.2361832120860483
496,497,7,8,8,4,5,4,7,8,8,6,-2.4575444393790686,-1.6712504495071177,0.6470336571709988,-1.2061833876204864,-0.8271310589723687,0.33321379130034806
497,498,6,7,6,5,6,6,7,7,8,6,-0.16802987493515417,0.3212632119720914,-0.8584825236006488,-0.08246859014752077,0.1589939494736476,-0.4420928518430395
498,499,5,4,4,6,7,7,7,8,6,6,3.333188903965385,2.1667170863891143,-1.7293814870999535,1.635955472976132,1.0723399235738376,-0.8905895615332474
499,500,6,6,6,3,4,3,7,9,7,6,0.5442613556917196,-2.4600155271340873,2.1247629843548643,0.26712219108418733,-1.217501988819155,1.0942136598646102
500,501,5,6,5,4,5,4,8,9,7,6,1.6657798547791023,-1.7561327605490287,0.4613505082578936,0.8175795909431126,-0.8691491565121134,0.23759472106615304
501,502,6,7,5,4,3,3,6,7,7,5,0.5184877348806144,-1.2608467173886622,3.208073278124463,0.2544704068345523,-0.623994821752308,1.6520752720115104
502,503,7,7,7,5,3,6,8,7,8,7,-1.1551434887325704,-1.179454609043656,0.3008241027013431,-0.5669579639205065,-0.5837376251227436,0.154914733155967
503,504,5,6,3,4,6,3,7,8,7,5,2.8549825447848214,-0.9109390789815128,1.1407605224450725,1.401244084175042,-0.4508379433977652,0.5874713112344424
504,505,5,5,6,4,4,5,6,7,7,5,1.503599805783857,-0.03132059617318195,1.7188585936001564,0.737979012286629,-0.015490038330473913,0.8851728927740369
505,506,7,8,7,6,7,5,5,5,5,6,-2.1289475986631747,3.7503712545941905,1.2059732268172638,-1.0449065334880296,1.8561493589083167,0.6210165162495213
506,507,7,7,6,6,5,6,8,10,7,7,-0.4994567736386171,-0.9959462414929927,-1.676426086347214,-0.24514145669943288,-0.49292210462723035,-0.8633136983717133
507,508,4,5,3,7,5,6,7,8,7,6,3.942936184423476,0.8273013802793019,-1.0273171407430404,1.9352283881493526,0.4094498046362935,-0.5290482126886276
508,509,8,9,8,5,7,3,7,7,7,7,-3.6492208194855316,-0.14971115774958824,0.5155849723393936,-1.791071008245244,-0.0740900339126004,0.26550335115822626
509,510,7,9,7,5,7,6,6,8,5,7,-2.5842828154770023,2.066626293813333,-0.24605603672567497,-1.2683853460251575,1.022814766115333,-0.12672111572698108
510,511,5,6,4,6,7,7,6,6,5,6,2.015051762823338,3.90910429399564,-0.38258270810856326,0.9890058464388287,1.9346920611593201,-0.19703758535250798
511,512,7,8,7,5,5,3,7,7,7,6,-1.8707501045535155,-0.7640608744937578,1.5151721812001513,-0.9181831075349437,-0.37813706937006636,0.7802654141879817
512,513,7,7,8,6,7,6,7,8,9,7,-1.9114532964977056,-0.10727725713758483,-2.488562895840234,-0.9381544552990286,-0.0531016026280173,-1.2815403301143093
513,514,4,4,4,5,6,8,7,7,5,5,3.784559071452067,2.9409990195681495,-0.6301056573991577,1.8574970232653694,1.4555461352758094,-0.3244930611996746
514,515,6,5,5,5,8,5,8,8,7,6,1.6533210185314096,0.4487368364412489,-1.5367856757228102,0.8114603557979313,0.22207214211366003,-0.7914011396500071
515,516,5,6,4,7,8,7,6,7,5,6,2.013604740270964,4.092201117475101,-1.596024943051691,0.9882973066122416,2.025308422207069,-0.8219302502214731
516,517,6,5,6,5,5,4,6,7,7,6,0.9954855377557078,0.1855644874068215,1.3539613581059842,0.4885866412067474,0.09185348861363819,0.6972523671844064
517,518,5,6,6,5,5,4,8,10,8,6,1.0740091366117213,-2.4855357549843866,-0.6700726986649905,0.5271371977476736,-1.2301439846016717,-0.345056583471795
518,519,6,7,6,5,5,4,7,8,7,6,-0.12360207240008046,-0.7339593879351988,0.6920540661109773,-0.06066577020732627,-0.3632445294000062,0.35638903229396984
519,520,6,6,5,3,3,4,6,7,6,5,1.0920910066654475,-0.5778566491466527,3.493224363825747,0.5359975880814492,-0.2859756430407913,1.7989241528332356
520,521,6,8,8,4,4,5,7,7,6,6,-2.0326675461384736,-0.07826778863170446,1.7558041128767876,-0.9976445734844318,-0.038730411814697496,0.9041876574419223
521,522,7,8,5,6,7,6,8,9,9,7,-0.49933887199869714,-0.9192837347495669,-3.098933088361015,-0.24508195707049887,-0.45498831257951544,-1.5958600595755963
