SubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,TotalBsmtSF,FirstFlrSF,SecondFlrSF,LowQualFinSF,GrLivArea,Fireplaces,GarageYrBlt,GarageCars,GarageArea,YrSold,SalePrice,index
20,75,10215,4,5,1954,864,948,0,0,948,0,1954,1,248,2007,111000,1212
30,47,4608,4,6,1945,747,747,0,0,747,0,1945,1,220,2010,80000,1213
60,69,7590,6,5,1966,660,660,688,0,1348,1,1966,2,453,2006,155000,1214
160,34,3230,6,5,1999,729,729,729,0,1458,1,1999,2,440,2007,176000,1216
50,51,10480,6,5,1936,1064,1166,0,473,1639,0,1936,1,240,2008,115000,1217
20,81,14175,5,5,1956,1240,1375,0,0,1375,1,1956,1,323,2007,187000,1223
60,70,8400,8,6,2001,810,810,855,0,1665,0,2001,2,528,2009,227000,1226
20,78,11645,8,5,2005,1498,1498,0,0,1498,1,2005,3,844,2009,237000,1227
60,73,8499,6,5,2006,616,616,796,0,1412,1,2007,2,432,2007,156932,1230
30,50,5925,4,7,1937,907,1131,0,0,1131,0,1995,2,672,2007,89471,1232
20,78,10264,7,5,1999,1588,1588,0,0,1588,0,1999,2,472,2006,214000,1237
20,65,8450,5,8,1965,894,894,0,0,894,1,1973,1,336,2010,138500,1238
120,34,4060,6,5,1998,1405,1337,0,0,1337,0,1998,2,511,2008,181000,1239
50,80,9600,6,5,1950,1032,1032,220,0,1252,0,1950,1,288,2008,119000,1242
60,65,14006,7,5,2002,936,936,840,0,1776,1,2002,2,474,2006,192500,1243
70,60,13515,6,6,1919,764,1060,764,0,1824,1,1940,2,520,2007,180500,1244
20,105,13693,8,5,2007,2418,2464,0,0,2464,1,2007,3,650,2008,417500,1247
20,90,11694,9,5,2007,1822,1828,0,0,1828,1,2007,3,774,2007,314813,1248
160,21,1504,4,4,1972,546,546,546,0,1092,0,1972,1,253,2007,85500,1250
20,75,10425,5,5,1956,1104,1104,0,0,1104,0,1956,1,384,2008,133000,1252
60,86,11065,8,5,2006,1085,1120,850,0,1970,1,2006,3,753,2006,281000,1255
20,90,13339,6,6,1960,1561,1561,0,0,1561,1,1960,2,463,2009,193000,1257
60,74,10927,8,5,2005,1058,1058,846,0,1904,1,2003,2,736,2006,275000,1263
20,78,9316,7,5,2005,1614,1614,0,0,1614,1,2005,2,576,2006,225000,1264
20,73,8760,6,6,1959,1194,1194,0,0,1194,0,1959,1,312,2010,148000,1265
20,75,9675,5,6,1975,864,879,0,0,879,0,1975,2,440,2007,120000,1266
20,69,11302,8,5,2005,1814,1826,0,0,1826,1,2005,3,758,2006,319000,1267
160,41,2665,5,6,1977,264,616,688,0,1304,1,1977,1,336,2006,104500,1268
75,60,10800,7,7,1914,880,880,888,0,1768,2,1914,2,320,2006,163000,1270
180,35,3675,6,5,2005,547,1072,0,0,1072,0,2005,2,525,2006,140000,1271
80,59,9587,7,5,2005,856,1166,0,0,1166,0,2005,2,400,2008,190000,1272
20,88,13125,5,4,1957,1134,1803,0,0,1803,1,1957,2,484,2006,155000,1274
20,77,8593,4,6,1957,907,907,0,0,907,0,1964,1,352,2008,109008,1276
120,43,7052,7,5,2005,1364,1364,0,0,1364,1,2005,2,484,2006,185850,1277
20,95,14250,6,5,1957,998,1790,0,0,1790,2,1957,2,540,2008,180000,1279
80,85,9350,6,7,1964,1302,1302,0,0,1302,0,1964,1,309,2007,158000,1280
60,91,10010,7,5,1993,1080,1108,1089,0,2197,1,1993,3,783,2008,287500,1282
160,36,2592,5,3,1976,536,536,576,0,1112,0,1976,1,336,2010,85000,1283
50,60,7008,4,8,1900,448,448,272,0,720,0,1900,1,280,2006,86900,1284
80,76,9880,6,6,1977,1096,1118,0,0,1118,1,1977,1,358,2008,171000,1285
60,73,9066,8,5,1999,1004,1004,848,0,1852,2,1999,3,660,2008,230000,1286
50,60,8382,4,5,1956,832,832,505,0,1337,0,1956,1,263,2010,108000,1290
50,69,9143,5,7,1900,346,709,308,0,1017,0,1961,1,308,2008,114000,1291
120,39,5389,8,5,1995,1595,1616,0,0,1616,1,1995,2,608,2010,236500,1292
60,75,9317,7,5,1994,779,1029,929,0,1958,1,1994,2,499,2007,220000,1293
120,32,4500,6,5,1997,1189,1189,0,0,1189,0,1997,2,392,2008,160500,1294
20,128,12160,6,4,1953,1505,1505,0,0,1505,1,1953,2,505,2009,149500,1295
70,53,6720,6,7,1921,585,851,585,0,1436,1,1992,1,228,2007,141500,1296
20,90,11520,9,5,2005,1698,1698,0,0,1698,1,2005,3,730,2010,275000,1297
60,313,63887,10,5,2008,6110,4692,950,0,5642,3,2008,2,1418,2008,160000,1299
190,60,10800,5,4,1900,954,1766,648,0,2414,1,1970,2,520,2006,160000,1300
60,130,16900,8,5,2001,1479,1515,1134,0,2649,1,2001,3,746,2008,421250,1302
60,51,8029,6,5,2005,728,728,728,0,1456,0,2005,2,400,2008,176000,1303
60,105,11025,8,5,1992,1334,1520,1306,0,2826,3,1992,3,888,2006,334000,1305
20,66,8923,5,7,1953,1008,1008,0,0,1008,0,1953,1,240,2007,134500,1306
120,24,2104,7,6,1976,836,836,0,0,836,0,1976,1,345,2009,128500,1308
20,68,7942,6,7,1953,1040,1040,0,0,1040,0,1953,1,293,2007,136000,1309
120,35,3907,8,6,1989,982,1034,0,0,1034,1,1989,2,598,2010,185000,1313
20,95,13651,7,6,1973,2223,2223,0,0,2223,2,1973,2,516,2007,244000,1314
20,80,9600,7,6,1973,1242,1242,0,0,1242,1,1973,2,528,2007,175500,1316
20,72,9770,5,5,1957,922,922,0,0,922,0,1957,1,308,2007,116000,1318
45,59,7227,6,6,1954,832,832,0,0,832,0,1962,2,528,2008,105500,1320
20,85,14536,8,5,2002,1616,1629,0,0,1629,1,2002,3,808,2007,270000,1325
50,57,7558,6,6,1928,896,1172,741,0,1913,1,1929,2,342,2009,177000,1326
20,60,7024,5,5,2005,1090,1090,0,0,1090,0,2005,2,450,2007,157000,1328
20,121,13758,9,5,2005,1792,1792,0,0,1792,1,2005,3,925,2006,372397,1329
50,52,6240,5,7,1930,1078,1128,445,0,1573,1,1930,2,360,2008,162900,1330
60,65,8453,6,5,1995,754,754,855,0,1609,0,1995,2,525,2008,182000,1331
50,60,10320,4,1,1910,771,866,504,114,1484,0,1910,1,264,2007,50000,1332
50,81,12150,5,5,1954,1050,1050,745,0,1795,0,1954,1,352,2008,131500,1334
80,65,14149,5,8,1964,980,1020,0,0,1020,1,1970,2,528,2007,165000,1336
60,85,11900,5,6,1977,1122,946,988,0,1934,1,1977,2,567,2009,185000,1338
60,65,10237,6,5,2005,728,728,728,0,1456,1,2005,2,390,2006,170440,1339
20,76,8243,5,7,1961,964,964,0,0,964,1,1985,2,784,2007,137500,1340
20,80,17400,5,5,1977,1126,1126,0,0,1126,1,1977,2,484,2006,160000,1341
60,59,11228,7,5,1993,1080,1080,1017,0,2097,1,1993,3,678,2008,228000,1343
60,70,7700,6,5,1966,756,1051,788,0,1839,1,1966,2,442,2010,155000,1344
75,60,6000,6,7,1915,728,728,728,0,1456,0,1915,1,308,2008,139500,1345
70,70,8400,6,7,1900,917,1090,917,0,2007,0,1930,1,357,2009,160000,1346
50,51,6191,5,4,1941,824,824,464,0,1288,0,1941,1,240,2006,112000,1351
90,68,8927,6,6,1977,0,1286,368,0,1654,0,1977,2,528,2006,119500,1352
20,90,10454,6,6,1957,1105,1105,0,0,1105,0,1957,1,308,2009,135000,1353
60,70,8145,7,5,2007,738,738,738,0,1476,0,2007,2,552,2007,179400,1354
50,120,9000,5,8,1900,680,680,494,0,1174,1,2000,2,576,2007,135000,1355
20,88,11577,9,5,2005,1838,1838,0,0,1838,1,2005,3,682,2006,359900,1356
120,65,8769,9,5,2008,1702,1702,0,0,1702,1,2008,3,1052,2008,367294,1364
70,60,9084,4,5,1940,755,755,755,0,1510,1,1940,1,296,2009,108000,1366
20,78,9360,6,7,1972,1161,1381,0,0,1381,1,1972,2,676,2010,197500,1367
60,95,13450,7,5,2002,916,920,941,0,1861,0,2002,2,492,2006,200000,1368
20,70,9116,8,5,2001,1491,1491,0,0,1491,0,2001,2,490,2006,209000,1369
20,88,11443,8,5,2005,1868,2028,0,0,2028,2,2005,3,880,2006,369900,1370
20,63,7500,7,5,2006,1141,1141,0,0,1141,0,2006,2,484,2009,152000,1371
80,85,19645,7,6,1994,423,896,756,0,1652,0,1994,2,473,2010,203135,1372
60,82,9942,9,5,2005,1606,1625,466,0,2091,1,2005,2,521,2006,338500,1373
50,48,12822,7,5,2003,1434,1518,631,0,2149,1,2003,2,670,2009,239686,1374
20,70,11200,5,5,1965,1040,1040,0,0,1040,0,1965,1,384,2008,129500,1375
90,75,8250,6,7,1981,0,964,918,0,1882,2,1981,2,612,2009,160000,1377
45,51,6120,5,7,1939,884,884,0,0,884,0,1939,1,240,2007,113000,1378
20,60,7332,6,6,1959,864,864,0,0,864,0,1959,1,288,2006,120000,1381
160,21,1680,5,5,1971,525,525,567,0,1092,0,1997,1,320,2010,105500,1384
120,32,4500,6,5,1998,1216,1216,0,0,1216,0,1998,2,402,2006,164000,1386
20,90,15750,8,5,1999,1462,1513,0,0,1513,1,1999,2,521,2009,220000,1387
60,75,9000,8,5,2008,768,786,804,0,1590,0,2008,2,676,2009,210000,1390
20,75,9525,5,7,1954,1172,1172,0,0,1172,0,1954,1,366,2010,128000,1391
30,80,8480,5,6,1945,793,793,0,0,793,0,1945,1,240,2009,113000,1394
20,47,12416,6,5,1986,1606,1651,0,0,1651,1,1986,2,616,2008,184000,1395
180,35,3675,6,5,2005,547,1072,0,0,1072,0,2005,2,525,2009,145500,1397
20,81,14267,6,6,1958,1329,1329,0,0,1329,0,1958,1,312,2010,172000,1398
60,86,10562,8,5,2007,1582,1610,551,0,2161,1,2007,3,789,2007,325624,1400
20,70,10171,7,5,2004,1517,1535,0,0,1535,0,2004,2,532,2010,214000,1402
50,82,14235,6,8,1900,676,831,614,0,1445,0,1957,2,484,2010,138500,1403
60,109,14154,7,5,2006,1063,1071,1101,0,2172,1,2006,3,947,2007,280000,1406
120,43,3182,7,5,2005,1373,1555,0,0,1555,1,2005,2,430,2009,192500,1408
20,65,11479,6,7,1950,663,1074,0,0,1074,1,1987,1,467,2010,144500,1409
20,75,9464,6,7,1958,1080,1080,0,0,1080,0,1958,1,288,2008,136000,1410
60,74,10141,7,5,1998,832,885,833,0,1718,1,1998,2,427,2009,185000,1413
60,80,11584,7,6,1979,539,1040,685,0,1725,1,1979,2,550,2007,197000,1414
50,90,15660,5,8,1910,240,810,496,0,1306,0,1959,2,472,2009,130000,1415
20,60,6600,5,5,1962,894,894,0,0,894,0,1962,1,308,2009,109500,1419
50,45,8212,5,6,1941,720,854,444,0,1298,2,1940,1,256,2009,122000,1421
20,70,7700,5,5,1972,882,882,0,0,882,0,1980,2,461,2007,112500,1422
60,106,8413,8,5,1998,1220,1220,1142,0,2362,2,1998,2,1105,2007,312500,1424
50,50,6000,5,7,1924,816,816,750,0,1566,0,1976,2,450,2006,139000,1429
120,35,3907,8,5,1988,1004,1020,0,0,1020,0,1988,2,509,2007,200000,1430
20,74,10206,3,3,1952,0,944,0,0,944,0,1956,2,528,2009,82000,1433
20,80,10400,6,5,1976,1444,1444,0,0,1444,1,1976,2,473,2008,159900,1434
20,70,8251,7,5,2005,1494,1506,0,0,1506,1,2005,2,672,2007,249000,1435
70,60,3600,6,7,1917,624,664,624,0,1288,1,1917,1,280,2009,119000,1437
60,57,10021,6,6,1997,635,646,662,0,1308,0,1997,2,497,2007,175000,1439
50,60,10800,5,8,1936,796,1096,370,0,1466,1,1950,2,566,2006,170000,1440
120,41,5330,8,5,2000,1494,1652,0,0,1652,0,2000,2,499,2007,251000,1442
60,107,10186,7,5,1992,750,1061,862,0,1923,1,1992,2,564,2010,190000,1445
20,60,9600,4,7,1950,1067,1067,0,0,1067,0,1996,2,436,2010,128000,1446
20,70,13300,5,7,1956,928,928,0,0,928,0,1956,1,252,2007,132000,1447
60,77,9965,8,5,2006,1466,1466,1362,0,2828,1,2006,3,1052,2007,424870,1448
30,60,5400,4,7,1940,672,672,0,0,672,0,1997,1,308,2008,86900,1449
190,60,10120,7,4,1910,925,964,925,0,1889,1,1960,1,308,2007,122000,1450
160,34,3604,7,5,2007,689,703,689,0,1392,0,2007,2,540,2008,146000,1452
20,115,16905,5,6,1959,1350,1328,0,0,1328,2,1959,1,308,2007,170000,1457
80,59,9434,7,5,2004,384,744,630,0,1374,1,2004,2,400,2009,170000,1458
90,72,10791,4,5,1967,0,1296,0,0,1296,0,1967,2,516,2006,90000,1459
120,80,3523,8,5,2006,1141,1151,0,0,1151,0,2006,2,484,2007,166000,1460
20,92,11932,8,5,2007,1580,1580,0,0,1580,0,2008,3,830,2008,235128,1466
20,44,12864,7,5,2002,1409,1409,0,0,1409,1,2002,2,576,2007,245000,1467
50,60,10320,4,5,1924,596,834,596,0,1430,0,1924,2,370,2006,107000,1468
80,102,10192,7,6,1968,570,1222,698,0,1920,1,1968,2,487,2006,170000,1471
20,60,7200,4,5,1950,0,1040,0,0,1040,0,1950,2,420,2006,109900,1476
120,41,4920,8,5,2001,1338,1338,0,0,1338,0,2001,2,582,2010,213500,1478
80,125,14419,7,5,1987,1645,1479,0,0,1479,1,1987,2,578,2009,213500,1480
20,100,21750,5,4,1960,0,1771,0,0,1771,1,1960,2,336,2009,115000,1481
120,34,5063,7,5,2007,1314,1314,0,0,1314,1,2008,2,626,2009,207500,1483
60,80,9938,7,5,1993,1050,1062,887,0,1949,1,1993,2,574,2010,236000,1486
190,60,12180,4,4,1941,672,672,252,0,924,0,1941,1,280,2010,80000,1487
60,70,8750,6,5,1998,804,804,878,0,1682,0,1998,2,523,2010,200500,1488
60,59,9042,6,5,1998,943,943,695,0,1638,2,1998,2,472,2008,192000,1491
70,60,7518,5,8,1910,396,665,665,0,1330,0,2001,1,390,2006,116500,1495
60,74,8899,8,5,2007,948,948,1140,0,2088,1,2007,3,656,2008,250000,1497
20,130,11700,6,5,1968,1295,1295,0,0,1295,0,1968,2,528,2007,164000,1500
20,74,8532,5,6,1954,1297,1297,0,0,1297,1,1954,2,498,2009,153000,1501
120,44,4224,5,7,1976,1040,1060,0,0,1060,1,1976,2,572,2007,129900,1505
20,80,13384,5,5,1969,1104,1360,0,0,1360,1,1969,1,336,2006,140000,1507
60,41,12393,7,5,2004,847,847,1101,0,1948,1,2004,2,434,2006,195000,1509
80,80,10366,6,7,1964,912,934,0,0,934,0,1964,1,336,2006,132000,1511
60,65,7800,7,5,2005,891,891,795,0,1686,0,2005,2,462,2006,184000,1513
30,50,7000,6,8,1926,894,919,0,0,919,0,1926,1,195,2008,126000,1514
120,42,4385,9,5,2001,1419,1419,0,0,1419,1,2001,2,588,2008,290000,1517
20,75,9910,7,6,2007,1369,1369,0,0,1369,0,2007,2,605,2007,213133,1518
60,70,9247,6,6,1962,858,858,858,0,1716,1,1962,2,490,2008,171000,1519
20,50,8000,6,6,1948,972,972,0,0,972,1,1948,1,240,2009,132000,1520
50,52,5150,4,7,1910,356,671,378,0,1049,0,1910,1,195,2008,80900,1521
120,40,6792,7,5,2005,1368,1368,0,0,1368,1,2005,2,474,2006,202665,1524
60,98,12328,8,5,2005,1149,1164,1377,0,2541,1,2005,3,729,2007,349265,1526
50,56,9576,6,7,1945,770,885,297,0,1182,0,1945,1,378,2006,120000,1527
20,75,9742,8,5,2002,1777,1795,0,0,1795,1,2002,2,534,2008,230000,1529
120,36,3640,8,5,1980,1036,1036,0,0,1036,1,1980,2,484,2006,188000,1530
60,114,17242,9,5,1993,1733,1933,1567,0,3500,1,1993,3,959,2006,584500,1533
20,155,20064,8,6,1976,966,1743,0,0,1743,2,1976,2,529,2007,279000,1534
120,62,6710,6,5,1996,920,936,0,0,936,0,1996,2,460,2007,140000,1536
160,24,2760,6,5,1973,525,525,567,0,1092,0,1973,2,440,2006,105500,1537
60,50,13128,8,5,2005,1074,1074,990,0,2064,1,2005,2,527,2006,250000,1540
50,81,15593,7,4,1953,1304,1304,983,0,2287,1,1953,2,667,2006,225000,1541
20,60,6600,5,5,1962,864,864,0,0,864,0,1962,1,294,2007,125500,1542
75,65,8850,7,6,1916,815,815,875,0,1690,1,1916,1,225,2006,144000,1543
60,65,8450,6,5,2001,827,827,850,0,1677,0,2001,2,627,2008,190500,1545
20,80,9938,7,5,1994,1602,1626,0,0,1626,1,1994,2,534,2008,226500,1548
20,70,8680,5,7,1960,894,894,0,0,894,0,1965,1,312,2007,117600,1549
20,126,13108,5,5,1951,0,1226,0,0,1226,1,1951,2,400,2007,153500,1550
85,70,8445,5,7,1972,768,768,0,0,768,0,1988,2,396,2009,133000,1551
30,60,10800,4,6,1927,656,968,0,0,968,0,1928,1,216,2007,64500,1552
60,96,12539,10,5,2005,1620,1632,1158,0,2790,1,2005,4,1150,2008,460000,1553
60,85,10625,7,5,2005,1026,1026,932,0,1958,1,2005,3,936,2008,250000,1554
20,70,9100,6,6,1959,864,864,0,0,864,0,2008,1,300,2009,127500,1556
190,50,6000,5,7,1955,960,960,0,0,960,0,1976,2,576,2006,135500,1558
20,74,9627,7,5,2007,1351,1361,0,0,1361,0,2007,2,610,2008,193000,1560
20,64,6762,7,5,2007,1208,1208,0,0,1208,0,2007,2,628,2007,195400,1562
120,59,5568,8,5,2006,1573,1625,0,0,1625,1,2006,2,495,2007,375000,1564
20,90,13068,6,5,1976,1211,1211,0,0,1211,1,1976,2,461,2008,161000,1565
70,114,19950,6,7,1928,672,1337,672,0,2009,2,1928,3,795,2006,235000,1568
90,60,7200,5,5,1980,936,936,0,0,936,0,1980,2,672,2007,140000,1569
160,24,2544,7,5,2004,600,600,600,0,1200,0,2004,2,480,2010,149500,1570
80,55,7700,5,7,1956,301,1145,0,0,1145,0,1993,2,684,2006,127000,1572
20,60,9060,5,6,1957,0,1340,0,0,1340,1,1957,1,252,2007,120000,1574
120,32,4500,6,5,1998,1237,1337,0,0,1337,0,1998,2,405,2006,153500,1575
190,75,10382,6,5,1958,588,1095,0,0,1095,0,1958,1,264,2006,140000,1576
60,79,9462,5,6,1949,704,1024,704,0,1728,1,1949,1,234,2006,137000,1579
20,68,9450,4,5,1954,894,894,0,0,894,0,1999,2,400,2007,110000,1584
20,84,11096,8,5,2006,1656,1656,0,0,1656,0,2006,3,826,2007,249700,1585
20,61,7943,4,5,1961,1029,1029,0,0,1029,0,1961,1,261,2007,118500,1586
60,83,9545,8,5,2000,1160,1205,1029,0,2234,1,2000,3,768,2006,300000,1595
20,71,9520,8,5,2007,1638,1646,0,0,1646,1,2008,3,800,2008,293077,1596
70,70,14210,6,7,1930,697,1104,697,0,1801,1,1930,2,365,2006,210000,1597
70,79,9480,5,7,1942,728,888,756,0,1644,2,1942,1,312,2007,146500,1598
60,67,12774,7,5,2003,835,835,828,0,1663,0,2003,2,478,2008,192500,1601
160,24,1879,6,6,1980,516,516,516,0,1032,1,1980,2,462,2008,116500,1602
160,41,2665,5,7,1976,550,925,550,0,1475,1,1976,1,336,2008,129500,1603
20,85,10936,8,5,2006,1504,1504,0,0,1504,0,2006,2,510,2006,199000,1604
20,88,10738,6,7,1966,1093,1093,0,0,1093,1,1966,2,484,2007,158500,1606
60,43,10667,7,6,1996,799,827,834,0,1661,1,1996,2,550,2009,212000,1608
160,30,3215,7,5,2004,600,600,600,0,1200,0,2004,2,480,2010,155000,1613
30,50,5925,2,4,1940,0,612,0,0,612,0,1965,1,308,2009,45000,1615
90,120,11136,6,5,1964,1921,1921,0,0,1921,0,1964,2,576,2006,150000,1616
20,66,9240,6,8,1959,988,988,0,0,988,0,1959,1,297,2009,149500,1617
20,60,8089,8,6,2007,1419,1419,0,0,1419,1,2007,2,567,2007,392000,1618
60,46,20544,7,6,1986,791,1236,857,0,2093,1,1986,2,542,2008,215000,1620
20,81,13870,10,5,2006,1742,2042,0,0,2042,1,2007,3,724,2007,455000,1621
120,65,5950,8,5,1989,1337,1337,0,0,1337,1,1989,2,462,2008,188500,1622
20,120,10356,5,6,1975,969,969,0,0,969,0,1975,2,440,2007,122000,1623
20,85,10452,6,5,1953,1094,1094,0,0,1094,2,1953,2,495,2008,155000,1626
70,107,12888,7,8,1937,1005,1262,1005,0,2267,2,1937,2,498,2007,219000,1629
20,116,13501,8,5,2006,1623,1636,0,0,1636,1,2006,3,865,2007,255000,1631
20,110,14977,8,5,2006,1976,1976,0,0,1976,1,2006,3,908,2007,440000,1632
20,62,70761,7,5,1975,1533,1533,0,0,1533,2,1975,2,576,2006,280000,1633
20,81,7635,5,6,1960,1175,1175,0,0,1175,0,1960,2,484,2010,148000,1634
20,91,12274,7,5,2008,1417,1428,0,0,1428,0,2008,2,554,2008,227680,1635
50,53,5830,5,6,1950,988,1030,582,0,1612,0,1950,1,363,2010,128500,1636
20,80,9600,5,6,1955,1078,1150,0,0,1150,0,1955,1,288,2007,144000,1640
60,90,11060,7,5,2003,1150,1164,1150,0,2314,1,2003,2,502,2006,229000,1641
60,70,11218,6,5,1992,1055,1055,790,0,1845,1,1992,2,462,2010,189000,1642
160,35,4251,7,5,2006,625,625,625,0,1250,0,2006,2,528,2007,164700,1643
20,80,10000,6,6,1974,1103,1103,0,0,1103,0,1974,2,462,2006,155000,1645
20,102,12671,6,7,1954,1288,2422,0,0,2422,2,1954,2,527,2007,255000,1648
70,51,6120,5,8,1920,939,939,574,0,1513,0,1933,1,180,2007,137500,1649
120,26,5858,7,5,1999,1405,1337,0,0,1337,1,1999,2,511,2010,184000,1650
20,80,10400,7,5,1976,1090,1370,0,0,1370,1,1976,2,479,2009,152000,1654
60,70,10457,5,7,1969,784,784,848,0,1632,1,1969,2,898,2009,173000,1655
160,42,3964,6,4,1973,942,1291,1230,0,2521,1,1973,2,576,2006,151400,1656
20,80,8000,5,5,1962,1027,1027,0,0,1027,0,1962,1,299,2008,125900,1657
60,74,11002,8,5,1998,1389,1411,1171,0,2582,1,1998,3,758,2007,322500,1662
60,59,9535,6,5,1998,926,926,678,0,1604,0,1998,2,472,2008,195500,1663
190,65,8450,5,5,1968,890,890,0,0,890,0,1970,1,308,2008,115000,1664
50,60,10410,5,7,1916,660,808,704,144,1656,0,1916,1,180,2009,135000,1665
30,60,9786,3,4,1922,1007,1077,0,0,1077,1,1922,1,210,2006,91000,1666
20,91,11024,7,5,2005,1400,1400,0,0,1400,0,2005,2,612,2006,186800,1671
50,55,4500,5,5,1932,793,848,672,0,1520,0,1968,1,281,2009,159434,1672
50,50,7585,5,3,1948,810,1002,454,0,1456,1,1954,1,280,2006,91500,1674
85,90,10012,4,5,1972,1138,1181,0,0,1181,0,1974,2,588,2008,137500,1676
30,120,18000,3,4,1935,894,894,0,0,894,0,1994,3,1248,2008,81000,1677
20,70,8120,4,7,1970,864,864,0,0,864,0,1994,2,463,2009,124500,1678
20,75,10170,6,6,1951,216,1575,0,0,1575,1,1951,2,400,2006,155000,1679
20,110,15274,9,5,2003,2452,2452,0,0,2452,1,2003,3,886,2009,445000,1680
20,80,8800,6,6,1964,1251,1251,0,0,1251,2,1964,1,461,2006,160000,1683
70,60,7200,7,6,1931,776,851,651,0,1502,1,1931,1,270,2008,149000,1684
120,43,3087,7,5,2006,1220,1364,0,0,1364,1,2006,2,437,2006,210250,1686
80,100,14330,7,4,1974,1748,2151,495,0,2646,4,1974,2,550,2006,260000,1687
70,50,4960,5,7,1930,297,1001,653,0,1654,1,1955,1,336,2009,137000,1688
70,60,6600,5,4,1892,994,1378,994,0,2372,0,1985,1,432,2009,107500,1689
60,80,9760,6,6,1964,780,798,813,0,1611,0,1964,2,442,2008,167900,1690
60,74,9627,7,5,1993,996,996,1004,0,2000,1,1993,3,650,2006,188000,1692
20,80,11622,5,6,1961,882,896,0,0,896,0,1961,1,730,2010,105000,1694
20,95,13618,8,5,2005,1728,1960,0,0,1960,2,2005,3,714,2006,320000,1695
20,90,13377,6,5,2006,1836,1846,0,0,1846,1,2006,2,495,2006,233555,1696
60,74,7632,7,5,2005,784,831,754,0,1585,0,2005,2,449,2006,184900,1697
160,40,3951,6,5,2009,612,612,612,0,1224,0,2009,2,528,2009,164500,1698
120,48,3480,7,5,2003,1405,1405,0,0,1405,1,2003,2,478,2009,173000,1701
20,60,6600,5,9,1982,816,816,0,0,816,1,1982,1,264,2008,130500,1703
75,60,6204,4,5,1912,795,954,795,481,2230,0,1997,1,440,2006,118500,1704
60,54,9783,6,5,1996,821,821,955,0,1776,1,1996,2,443,2006,202000,1705
50,60,8160,5,6,1940,756,756,378,0,1134,0,1940,1,240,2007,126000,1706
30,60,7200,5,4,1910,1022,1022,0,0,1022,0,1956,1,280,2009,85000,1707
90,97,8940,7,5,1997,1344,1344,0,0,1344,0,1997,4,784,2008,209200,1712
50,85,14115,5,5,1993,796,796,566,0,1362,0,1993,2,480,2009,143000,1713
20,80,10386,8,5,2004,2000,2000,0,0,2000,0,2004,3,888,2007,305900,1716
50,56,6956,4,7,1948,624,624,312,0,936,0,1948,1,265,2006,97900,1717
20,89,10991,8,5,2007,1571,1571,0,0,1571,1,2007,3,722,2007,239000,1718
60,75,8778,8,5,2006,1302,1302,528,0,1830,0,2006,3,859,2007,221300,1719
30,52,5825,4,5,1926,600,747,0,0,747,0,1953,2,528,2006,79900,1720
30,50,5784,5,8,1938,190,886,0,0,886,0,1938,1,273,2009,91300,1722
20,60,9600,5,6,1950,1200,1200,0,0,1200,0,1950,1,246,2009,129900,1723
80,83,10184,6,5,1963,1083,1146,0,0,1146,1,1963,1,294,2006,165000,1725
30,60,6180,6,5,1926,960,986,0,0,986,1,1926,1,180,2007,102000,1726
160,21,1680,6,5,1972,525,525,567,0,1092,0,1972,1,264,2006,108000,1727
20,80,9547,7,6,1993,1594,1594,0,0,1594,1,1993,2,472,2007,188500,1728
60,75,7950,6,6,1977,690,698,728,0,1426,0,1977,2,440,2009,159500,1729
160,24,2289,6,6,1978,855,855,586,0,1441,1,1978,2,440,2009,148500,1731
80,85,10200,6,5,1988,1461,1509,0,0,1509,1,1988,2,600,2008,175000,1732
20,105,11249,6,5,1995,1200,1200,0,0,1200,0,1995,2,521,2007,177500,1736
20,75,9532,4,6,1953,1105,1647,0,0,1647,1,1953,1,280,2007,153000,1737
20,62,7440,5,6,1954,1089,1089,0,0,1089,1,1954,1,252,2009,125000,1739
20,75,14559,5,7,1951,1008,1363,0,0,1363,2,1951,1,288,2009,164900,1740
30,94,9259,4,4,1927,660,756,0,0,756,0,1945,2,440,2010,85000,1741
60,65,8450,7,5,2003,856,856,854,0,1710,0,2003,2,548,2008,208500,1743
20,80,10000,5,6,1973,1176,1178,0,0,1178,1,1973,2,439,2008,157000,1745
20,100,17500,6,5,1954,1310,1906,0,0,1906,2,1954,2,576,2009,224000,1748
20,90,11664,7,5,2002,1569,1611,0,0,1611,0,2002,3,1231,2009,250000,1749
160,24,2364,6,5,1978,804,804,744,0,1548,1,1978,2,440,2009,147000,1750
50,60,4800,4,5,1900,709,1157,687,0,1844,2,1900,1,240,2010,80400,1751
20,74,8556,7,5,2006,1240,1240,0,0,1240,0,2006,3,826,2007,194000,1752
50,69,11851,5,7,1948,1027,1027,606,0,1633,1,1948,1,240,2010,129000,1754
120,33,4113,6,5,2001,1337,1337,0,0,1337,1,2001,2,511,2007,155000,1757
20,75,10084,8,5,2004,1686,1694,0,0,1694,1,2004,2,636,2007,307000,1761
20,80,9000,6,6,1958,160,1142,0,0,1142,1,1958,1,384,2009,113500,1767
70,50,9000,8,9,1890,346,1157,1111,0,2268,0,2003,2,624,2010,240000,1768
45,50,6000,6,7,1926,884,904,0,0,904,0,1926,1,180,2009,119000,1769
160,24,2349,6,5,1977,855,855,601,0,1456,1,1977,2,440,2009,137900,1773
20,58,9280,5,6,1951,1342,1342,0,0,1342,0,1951,1,256,2007,125000,1775
